company_permalink,company_name,company_category_list,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd
/organization/actona-technologies,Actona Technologies,Business Services|Technology,USA,CA,SF Bay Area,Los Gatos,/organization/sequoia-capital,Sequoia Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/6faa40421d2928170349069fa81e2a2d,venture,B,2003-04-14,11000000
/organization/actona-technologies,Actona Technologies,Business Services|Technology,USA,CA,SF Bay Area,Los Gatos,/organization/sequoia-capital,Sequoia Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/85a666ba0479a3f219381621aecac714,venture,B,2002-08-16,7000000
/organization/actsocial,ActSocial,Advertising|Direct Marketing|Social CRM|Social Media,SGP,,Singapore,Singapore,/organization/hera-capital,Hera Capital,SGP,,Singapore,Singapore,/funding-round/fd2a40207318a80e17e4d638c37ba546,venture,,2013-11-25,2000000
/organization/actsocial,ActSocial,Advertising|Direct Marketing|Social CRM|Social Media,SGP,,Singapore,Singapore,/organization/innosight-ventures,Innosight Ventures,SGP,,Singapore,Singapore,/funding-round/d40c95cacc1f6e24e72d290a065671fb,venture,A,2010-08-25,574004
/organization/actual-experience,Actual Experience,Analytics|Information Technology|Software|Supply Chain Management,GBR,A4,Bath,Bath,/organization/ip-group-plc,IP Group Plc,GBR,H9,London,London,/funding-round/99ba079346ad6eff1e11a5077de0c9e1,undisclosed,,2013-11-20,6061005
/organization/actual-reports,Actual Reports,Developer APIs|Document Management|E-Commerce|Enterprise Software|SaaS|Software,,,,,/organization/startup-wise-guys,Startup Wise Guys,EST,1,Tallinn,Tallinn,/funding-round/3e903405872dea24bfb089f7f8a2b6b1,seed,,2013-12-01,13590
/organization/actualmeds,ActualMeds,Health Care,USA,CT,Hartford,East Hartford,/organization/connecticut-innovations,Connecticut Innovations,USA,CT,Hartford,Rocky Hill,/funding-round/a232cc96a495c461df3b50b7e479c196,seed,,2014-05-16,400000
/organization/actualmeds,ActualMeds,Health Care,USA,CT,Hartford,East Hartford,/organization/vineyard-point-associates,Vineyard Point Associates,,,,,/funding-round/a232cc96a495c461df3b50b7e479c196,seed,,2014-05-16,400000
/organization/actualsun,ActualSun,,USA,TX,Houston,Houston,/organization/surge-accelerator,SURGE Accelerator,USA,TX,Houston,Houston,/funding-round/e786d486eac0b966ef86a2c196b16eed,seed,,2012-05-24,
/organization/actuatedmedical,ActuatedMedical,Hardware + Software,USA,PA,PA - Other,Bellefonte,/organization/national-science-foundation,National Science Foundation,USA,VA,"Washington, D.C.",Arlington,/funding-round/c3a7b76b32133729cfe3440cf04857aa,venture,,2012-03-06,150000
/organization/acturis,Acturis,Software,GBR,H9,London,London,/organization/summit-partners,Summit Partners,USA,MA,Boston,Boston,/funding-round/1ebba703980616fbdf51f2728eaaa734,undisclosed,,2010-06-28,
/organization/actus-digital,Actus Digital,Advertising|Big Data Analytics|Broadcasting|Cloud Computing|Digital Media|Enterprise Software|SaaS|Video Streaming,ISR,5,Tel Aviv,Tel Aviv,/organization/chief-scientist-the-state-of-israel,Chief Scientist - The State of Israel,ISR,6,Tel Aviv,Jerusalem,/funding-round/7a0a4d9be985d6c8fa4dde379e8c1a7a,grant,,2011-01-01,500000
/organization/actus-digital,Actus Digital,Advertising|Big Data Analytics|Broadcasting|Cloud Computing|Digital Media|Enterprise Software|SaaS|Video Streaming,ISR,5,Tel Aviv,Tel Aviv,/organization/taya-communications,Partam Hightech,ISR,5,Tel Aviv,Tel Aviv,/funding-round/e6ce76f0e907211b78d1fc769175d024,venture,A,2008-10-01,1250000
/organization/actus-digital,Actus Digital,Advertising|Big Data Analytics|Broadcasting|Cloud Computing|Digital Media|Enterprise Software|SaaS|Video Streaming,ISR,5,Tel Aviv,Tel Aviv,/organization/taya-investment-company-ltd,Taya Investment Company Ltd,,,,,/funding-round/c29f8fc331ddc8aa11c4636755b2be05,venture,B,2009-10-01,2000000
/organization/actx,ActX,Biotechnology,USA,WA,Seattle,Seattle,/organization/alliance-of-angels,Alliance of Angels,USA,WA,Seattle,Seattle,/funding-round/18474b3870f5f545160012038d332319,seed,,2014-01-12,1920391
/organization/actx,ActX,Biotechnology,USA,WA,Seattle,Seattle,/organization/alliance-of-angels,Alliance of Angels,USA,WA,Seattle,Seattle,/funding-round/5d7e8e7430d9712c4c0c61ab4f7e5004,seed,,2014-07-18,750003
/organization/acucar-guarani,Acucar Guarani,Manufacturing|Retail,BRA,27,BRA - Other,Olímpia,/organization/btg-pactual,BTG Pactual,BRA,2,Sao Paulo,São Paulo,/funding-round/a37c20c9dccb5cbd1efd6da8125c8790,venture,,2009-12-11,45400000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/accuitive-medical-ventures,Accuitive Medical Ventures,USA,GA,Atlanta,Duluth,/funding-round/0a0c343a829fff2f8603bba903fed5ee,venture,,2011-11-29,65000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/accuitive-medical-ventures,Accuitive Medical Ventures,USA,GA,Atlanta,Duluth,/funding-round/19af7353d129e94b964536764f8dab4c,venture,D,2007-01-26,18000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/accuitive-medical-ventures,Accuitive Medical Ventures,USA,GA,Atlanta,Duluth,/funding-round/dd66361e894752014604340e6bdf4f44,venture,,2014-09-03,21000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/bausch-lomb,Bausch & Lomb,USA,NY,"Rochester, New York",Rochester,/funding-round/0a0c343a829fff2f8603bba903fed5ee,venture,,2011-11-29,65000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/bausch-lomb,Bausch & Lomb,USA,NY,"Rochester, New York",Rochester,/funding-round/19af7353d129e94b964536764f8dab4c,venture,D,2007-01-26,18000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/bausch-lomb,Bausch & Lomb,USA,NY,"Rochester, New York",Rochester,/funding-round/e3914a6711f102fd53c722545f7a42a7,private_equity,,2007-01-16,
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/carlyle-group,The Carlyle Group,USA,DC,"Washington, D.C.",Washington,/funding-round/0a0c343a829fff2f8603bba903fed5ee,venture,,2011-11-29,65000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/carlyle-group,The Carlyle Group,USA,DC,"Washington, D.C.",Washington,/funding-round/19af7353d129e94b964536764f8dab4c,venture,D,2007-01-26,18000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/carlyle-group,The Carlyle Group,USA,DC,"Washington, D.C.",Washington,/funding-round/dd66361e894752014604340e6bdf4f44,venture,,2014-09-03,21000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/healthcare-royalty-partners,HealthCare Royalty Partners,USA,CT,Hartford,Stamford,/funding-round/0a0c343a829fff2f8603bba903fed5ee,venture,,2011-11-29,65000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/healthcare-royalty-partners,HealthCare Royalty Partners,USA,CT,Hartford,Stamford,/funding-round/dd66361e894752014604340e6bdf4f44,venture,,2014-09-03,21000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/medtronic,Medtronic,USA,MN,Minneapolis,Minneapolis,/funding-round/0a0c343a829fff2f8603bba903fed5ee,venture,,2011-11-29,65000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/medtronic,Medtronic,USA,MN,Minneapolis,Minneapolis,/funding-round/dd66361e894752014604340e6bdf4f44,venture,,2014-09-03,21000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/pequot-capital,Pequot Capital,USA,CT,Hartford,Westport,/funding-round/19af7353d129e94b964536764f8dab4c,venture,D,2007-01-26,18000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/sv-life-sciences,SV Life Sciences,USA,MA,Boston,Boston,/funding-round/0a0c343a829fff2f8603bba903fed5ee,venture,,2011-11-29,65000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/sv-life-sciences,SV Life Sciences,USA,MA,Boston,Boston,/funding-round/19af7353d129e94b964536764f8dab4c,venture,D,2007-01-26,18000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/sv-life-sciences,SV Life Sciences,USA,MA,Boston,Boston,/funding-round/dd66361e894752014604340e6bdf4f44,venture,,2014-09-03,21000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/three-arch-partners,Three Arch Partners,USA,CA,SF Bay Area,Portola Valley,/funding-round/19af7353d129e94b964536764f8dab4c,venture,D,2007-01-26,18000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/versant-ventures,Versant Ventures,USA,CA,SF Bay Area,Menlo Park,/funding-round/0a0c343a829fff2f8603bba903fed5ee,venture,,2011-11-29,65000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/versant-ventures,Versant Ventures,USA,CA,SF Bay Area,Menlo Park,/funding-round/19af7353d129e94b964536764f8dab4c,venture,D,2007-01-26,18000000
/organization/acufocus,AcuFocus,Health Care,USA,CA,Anaheim,Irvine,/organization/versant-ventures,Versant Ventures,USA,CA,SF Bay Area,Menlo Park,/funding-round/dd66361e894752014604340e6bdf4f44,venture,,2014-09-03,21000000
/organization/acuid-corporation,Acuid Corporation,Intellectual Property|Semiconductors|Technology,,,,,/organization/hgcapital,HgCapital,GBR,H9,London,London,/funding-round/dcc2c4a3760d76dab099efa2a804000d,venture,,2002-11-19,8000000
/organization/acuitas-medical,Acuitas Medical,Health Care,GBR,C9,GBR - Other,Wales,/organization/altima-partners,Altima Partners,GBR,H9,London,London,/funding-round/1e20b3a3aff7ef2a8e119f4b66a90a87,undisclosed,,2011-06-22,
/organization/acuitas-medical,Acuitas Medical,Health Care,GBR,C9,GBR - Other,Wales,/organization/finance-wales,Finance Wales,GBR,X5,Cardiff,Cardiff,/funding-round/1e20b3a3aff7ef2a8e119f4b66a90a87,undisclosed,,2011-06-22,
/organization/acuitas-medical,Acuitas Medical,Health Care,GBR,C9,GBR - Other,Wales,/organization/finance-wales,Finance Wales,GBR,X5,Cardiff,Cardiff,/funding-round/6c3d8974d7351aae2eee6f99aa293e49,undisclosed,,2010-07-22,1067275
/organization/acuity-pharmaceuticals,Acuity Pharmaceuticals,Health Care|Pharmaceuticals|Technology,USA,PA,Philadelphia,Philadelphia,/organization/ben-franklin-technology-partners-of-southeastern-pennsylvania,Ben Franklin Technology Partners of Southeastern Pennsylvania,USA,PA,Philadelphia,Philadelphia,/funding-round/b044b01cec975640418765b0dae488df,venture,B,2004-10-07,15000000
/organization/acuity-pharmaceuticals,Acuity Pharmaceuticals,Health Care|Pharmaceuticals|Technology,USA,PA,Philadelphia,Philadelphia,/organization/bioadvance,BioAdvance,USA,PA,Philadelphia,Philadelphia,/funding-round/b044b01cec975640418765b0dae488df,venture,B,2004-10-07,15000000
/organization/acuity-pharmaceuticals,Acuity Pharmaceuticals,Health Care|Pharmaceuticals|Technology,USA,PA,Philadelphia,Philadelphia,/organization/diamond-capital-company,Diamond Capital Company,,,,,/funding-round/b044b01cec975640418765b0dae488df,venture,B,2004-10-07,15000000
/organization/acuity-pharmaceuticals,Acuity Pharmaceuticals,Health Care|Pharmaceuticals|Technology,USA,PA,Philadelphia,Philadelphia,/organization/johnson-johnson-development-corporation,Johnson & Johnson Development Corporation,USA,NJ,Newark,New Brunswick,/funding-round/b044b01cec975640418765b0dae488df,venture,B,2004-10-07,15000000
/organization/acuity-pharmaceuticals,Acuity Pharmaceuticals,Health Care|Pharmaceuticals|Technology,USA,PA,Philadelphia,Philadelphia,/organization/och-ziff-capital-management,Och-Ziff Capital Management,USA,NY,New York City,New York,/funding-round/b044b01cec975640418765b0dae488df,venture,B,2004-10-07,15000000
/organization/acuity-pharmaceuticals,Acuity Pharmaceuticals,Health Care|Pharmaceuticals|Technology,USA,PA,Philadelphia,Philadelphia,/organization/psilos-group,Psilos Group,USA,NY,New York City,New York,/funding-round/b044b01cec975640418765b0dae488df,venture,B,2004-10-07,15000000
/organization/acuityads,AcuityAds,Ad Targeting|Advertising,USA,NY,New York City,New York,/organization/best-funds,BEST Funds,CAN,ON,Toronto,Toronto,/funding-round/b97b422874b94ae090b4906ad695d7e4,debt_financing,,2013-07-18,3000000
/organization/acumatica,Acumatica,Accounting|Cloud Computing|CRM|Developer Tools|Development Platforms|Enterprise Resource Planning|Enterprise Software|SaaS|Software,USA,WA,Seattle,Kirkland,/organization/almaz-capital,Almaz Capital,USA,CA,SF Bay Area,Portola Valley,/funding-round/4123b7f23e6fcdba8ddf3ec4db295e68,venture,,2013-11-18,10000000
/organization/acumatica,Acumatica,Accounting|Cloud Computing|CRM|Developer Tools|Development Platforms|Enterprise Resource Planning|Enterprise Software|SaaS|Software,USA,WA,Seattle,Kirkland,/organization/almaz-capital,Almaz Capital,USA,CA,SF Bay Area,Portola Valley,/funding-round/bb5f218f1009fc24854ef22b8c72e3b9,venture,,2014-10-21,13300000
/organization/acumatica,Acumatica,Accounting|Cloud Computing|CRM|Developer Tools|Development Platforms|Enterprise Resource Planning|Enterprise Software|SaaS|Software,USA,WA,Seattle,Kirkland,/organization/almaz-capital,Almaz Capital,USA,CA,SF Bay Area,Portola Valley,/funding-round/deffdad145324c3cbe31ac6f77a6c96d,undisclosed,,2009-11-03,
/organization/acumatica,Acumatica,Accounting|Cloud Computing|CRM|Developer Tools|Development Platforms|Enterprise Resource Planning|Enterprise Software|SaaS|Software,USA,WA,Seattle,Kirkland,/organization/myob,MYOB,AUS,7,AUS - Other,Glen Waverley,/funding-round/bb5f218f1009fc24854ef22b8c72e3b9,venture,,2014-10-21,13300000
/organization/acumatica,Acumatica,Accounting|Cloud Computing|CRM|Developer Tools|Development Platforms|Enterprise Resource Planning|Enterprise Software|SaaS|Software,USA,WA,Seattle,Kirkland,/organization/runa-capital,Runa Capital,RUS,48,Moscow,Moscow,/funding-round/4123b7f23e6fcdba8ddf3ec4db295e68,venture,,2013-11-18,10000000
/organization/acumatica,Acumatica,Accounting|Cloud Computing|CRM|Developer Tools|Development Platforms|Enterprise Resource Planning|Enterprise Software|SaaS|Software,USA,WA,Seattle,Kirkland,/organization/runa-capital,Runa Capital,RUS,48,Moscow,Moscow,/funding-round/bb5f218f1009fc24854ef22b8c72e3b9,venture,,2014-10-21,13300000
/organization/acumatica,Acumatica,Accounting|Cloud Computing|CRM|Developer Tools|Development Platforms|Enterprise Resource Planning|Enterprise Software|SaaS|Software,USA,WA,Seattle,Kirkland,/organization/visma,Visma,NOR,12,Oslo,Oslo,/funding-round/154f35d6abbe7186d957fbba07089b28,undisclosed,,2011-09-13,
/organization/acumatica,Acumatica,Accounting|Cloud Computing|CRM|Developer Tools|Development Platforms|Enterprise Resource Planning|Enterprise Software|SaaS|Software,USA,WA,Seattle,Kirkland,/organization/visma,Visma,NOR,12,Oslo,Oslo,/funding-round/bb5f218f1009fc24854ef22b8c72e3b9,venture,,2014-10-21,13300000
/organization/acumen-2,Autism Acumen,Medical|Video,USA,CA,SF Bay Area,San Francisco,/organization/rock-health,Rock Health,USA,CA,SF Bay Area,San Francisco,/funding-round/6634954e8292577c368cdca1a87a0e4a,seed,,2014-08-18,
/organization/acumen-holdings,Acumen Holdings,E-Commerce,USA,AR,Fayetteville,Fayetteville,/organization/arkansas-risk-capital-matching-fund,Arkansas Risk Capital Matching Fund,USA,AR,AR - Other,Plainview,/funding-round/5a83ddbff4089218534ff3e310805764,venture,B,2012-02-02,5000000
/organization/acumen-holdings,Acumen Holdings,E-Commerce,USA,AR,Fayetteville,Fayetteville,/organization/blh-venture-partners,BLH Venture Partners,USA,GA,Atlanta,Atlanta,/funding-round/5a83ddbff4089218534ff3e310805764,venture,B,2012-02-02,5000000
/organization/acumen-holdings,Acumen Holdings,E-Commerce,USA,AR,Fayetteville,Fayetteville,/organization/blh-venture-partners,BLH Venture Partners,USA,GA,Atlanta,Atlanta,/funding-round/db7b692c39982f4cb2ec833e954fa90e,venture,A,2010-12-20,5000000
/organization/acumen-holdings,Acumen Holdings,E-Commerce,USA,AR,Fayetteville,Fayetteville,/organization/dillards,Dillards,,,,,/funding-round/5a83ddbff4089218534ff3e310805764,venture,B,2012-02-02,5000000
/organization/acumen-holdings,Acumen Holdings,E-Commerce,USA,AR,Fayetteville,Fayetteville,/organization/general-atlantic,General Atlantic,USA,NY,New York City,New York,/funding-round/ef335b3c1138fbbadc3b6ceec5536ef7,private_equity,,2013-04-07,83000000
/organization/acumen-holdings,Acumen Holdings,E-Commerce,USA,AR,Fayetteville,Fayetteville,/organization/gravity-ventures,Gravity Ventures,USA,IN,Indianapolis,Indianapolis,/funding-round/5a83ddbff4089218534ff3e310805764,venture,B,2012-02-02,5000000
/organization/acumen-holdings,Acumen Holdings,E-Commerce,USA,AR,Fayetteville,Fayetteville,/organization/gravity-ventures,Gravity Ventures,USA,IN,Indianapolis,Indianapolis,/funding-round/db7b692c39982f4cb2ec833e954fa90e,venture,A,2010-12-20,5000000
/organization/acumen-holdings,Acumen Holdings,E-Commerce,USA,AR,Fayetteville,Fayetteville,/organization/noro-moseley-partners,Noro-Moseley Partners,USA,GA,Atlanta,Atlanta,/funding-round/5a83ddbff4089218534ff3e310805764,venture,B,2012-02-02,5000000
/organization/acumen-holdings,Acumen Holdings,E-Commerce,USA,AR,Fayetteville,Fayetteville,/organization/noro-moseley-partners,Noro-Moseley Partners,USA,GA,Atlanta,Atlanta,/funding-round/db7b692c39982f4cb2ec833e954fa90e,venture,A,2010-12-20,5000000
/organization/acumen-pharmaceuticals,Acumen Pharmaceuticals,Biotechnology|Health Diagnostics,USA,CA,SF Bay Area,Livermore,/organization/neuroventures,NeuroVentures,USA,VA,"Washington, D.C.",Charlottesville,/funding-round/0ac1e8eb3c2a51e82135e9480fe3e993,venture,,2006-08-17,1500000
/organization/acumentrics,Acumentrics,Manufacturing,USA,MA,Boston,Westwood,/organization/u-s-department-of-energy,U.S. Department of Energy,USA,DC,"Washington, D.C.",Washington,/funding-round/d11a8ce4a9136e92b3fc98d2fd553c9c,venture,,2008-06-05,15600000
/organization/acumera,Acumera,Services,USA,TX,Austin,Austin,/organization/houston-angel-network,Houston Angel Network,USA,TX,Houston,Houston,/funding-round/c1d2c833dc51c8c631a9ac2cddb279a5,venture,,2014-11-21,25000
/organization/acunote,Acunote,Analytics|Collaboration|Project Management|Public Relations|Software,USA,CA,SF Bay Area,Foster City,/organization/y-combinator,Y Combinator,USA,CA,SF Bay Area,Mountain View,/funding-round/85c4c8ba8b55bab26f8a5e6e0517e7e1,seed,,2011-03-01,
/organization/acunu,Acunu,Analytics|Big Data|Databases|Software|Storage,GBR,H9,London,London,/organization/eden-ventures,Eden Ventures,GBR,H9,London,London,/funding-round/1c768ab4d8a5d240a7688f8351e72480,seed,,2009-07-01,1317075
/organization/acunu,Acunu,Analytics|Big Data|Databases|Software|Storage,GBR,H9,London,London,/organization/eden-ventures,Eden Ventures,GBR,H9,London,London,/funding-round/25302eb5d2f123649a28cfc349c3790a,undisclosed,,2012-09-19,5831219
/organization/acunu,Acunu,Analytics|Big Data|Databases|Software|Storage,GBR,H9,London,London,/organization/eden-ventures,Eden Ventures,GBR,H9,London,London,/funding-round/dacdf24312549b9958659bbbb4fc2ab5,venture,A,2011-01-01,3415207
/organization/acunu,Acunu,Analytics|Big Data|Databases|Software|Storage,GBR,H9,London,London,/organization/imperial-innovations,Imperial Innovations,GBR,H9,London,London,/funding-round/25302eb5d2f123649a28cfc349c3790a,undisclosed,,2012-09-19,5831219
/organization/acunu,Acunu,Analytics|Big Data|Databases|Software|Storage,GBR,H9,London,London,/organization/oxford-technology-management,Oxford Technology Management,GBR,K2,London,Oxford,/funding-round/1c768ab4d8a5d240a7688f8351e72480,seed,,2009-07-01,1317075
/organization/acunu,Acunu,Analytics|Big Data|Databases|Software|Storage,GBR,H9,London,London,/organization/oxford-technology-management,Oxford Technology Management,GBR,K2,London,Oxford,/funding-round/25302eb5d2f123649a28cfc349c3790a,undisclosed,,2012-09-19,5831219
/organization/acunu,Acunu,Analytics|Big Data|Databases|Software|Storage,GBR,H9,London,London,/organization/oxford-technology-management,Oxford Technology Management,GBR,K2,London,Oxford,/funding-round/dacdf24312549b9958659bbbb4fc2ab5,venture,A,2011-01-01,3415207
/organization/acunu,Acunu,Analytics|Big Data|Databases|Software|Storage,GBR,H9,London,London,/organization/pentech-ventures,Pentech Ventures,GBR,U8,Edinburgh,Edinburgh,/funding-round/1c768ab4d8a5d240a7688f8351e72480,seed,,2009-07-01,1317075
/organization/acunu,Acunu,Analytics|Big Data|Databases|Software|Storage,GBR,H9,London,London,/organization/pentech-ventures,Pentech Ventures,GBR,U8,Edinburgh,Edinburgh,/funding-round/25302eb5d2f123649a28cfc349c3790a,undisclosed,,2012-09-19,5831219
/organization/acunu,Acunu,Analytics|Big Data|Databases|Software|Storage,GBR,H9,London,London,/organization/pentech-ventures,Pentech Ventures,GBR,U8,Edinburgh,Edinburgh,/funding-round/dacdf24312549b9958659bbbb4fc2ab5,venture,A,2011-01-01,3415207
/organization/acupera,Acupera,Health Care,USA,CA,SF Bay Area,San Francisco,/organization/lightspeed-venture-partners,Lightspeed Venture Partners,USA,CA,SF Bay Area,Menlo Park,/funding-round/86fae15cfec29fa6a0b30d7b7b713ef6,venture,A,2014-08-12,4000000
/organization/acupera,Acupera,Health Care,USA,CA,SF Bay Area,San Francisco,/organization/the-whittemore-collection,The Whittemore Collection,,,,,/funding-round/85ddeda18df73711c643da8e159b6fdc,venture,A,2013-11-14,2000000
/organization/acupera,Acupera,Health Care,USA,CA,SF Bay Area,San Francisco,/organization/the-whittemore-collection,The Whittemore Collection,,,,,/funding-round/86fae15cfec29fa6a0b30d7b7b713ef6,venture,A,2014-08-12,4000000
/organization/acurian,Acurian,Medical|Pharmaceuticals|Service Providers,USA,PA,Philadelphia,Horsham,/organization/euclidsr-partners,EuclidSR Partners,USA,NY,New York City,New York,/funding-round/aa323107ba905811b2492cbe70219f71,venture,B,2001-03-28,27000000
/organization/acurian,Acurian,Medical|Pharmaceuticals|Service Providers,USA,PA,Philadelphia,Horsham,/organization/merck-capital-ventures,Merck Capital Ventures,USA,NJ,Newark,Woodcliff Lake,/funding-round/aa323107ba905811b2492cbe70219f71,venture,B,2001-03-28,27000000
/organization/acustom-apparel,Acustom Apparel,Fashion|Mass Customization|Mens Specific|Specialty Retail,USA,NY,New York City,New York,/organization/betaspring,Betaspring,USA,RI,Providence,Providence,/funding-round/e7320d7853231954b00f01768effae72,seed,,2011-09-12,
/organization/acutus-medical,Acutus Medical,Biotechnology,USA,CA,San Diego,San Diego,/organization/advent-venture-partners,Advent Venture Partners,GBR,H9,London,London,/funding-round/e7c2a7669c058f90433668071df3c861,venture,B,2013-08-20,28000000
/organization/acutus-medical,Acutus Medical,Biotechnology,USA,CA,San Diego,San Diego,/organization/ge-ventures,GE Ventures,USA,CA,SF Bay Area,Menlo Park,/funding-round/e7c2a7669c058f90433668071df3c861,venture,B,2013-08-20,28000000
/organization/acutus-medical,Acutus Medical,Biotechnology,USA,CA,San Diego,San Diego,/organization/index-ventures,Index Ventures,CHE,7,Geneva,Geneva,/funding-round/43113f1c080cafb57976878f2c9ad9fa,venture,,2011-08-08,1000000
/organization/acutus-medical,Acutus Medical,Biotechnology,USA,CA,San Diego,San Diego,/organization/index-ventures,Index Ventures,CHE,7,Geneva,Geneva,/funding-round/e7c2a7669c058f90433668071df3c861,venture,B,2013-08-20,28000000
/organization/acutus-medical,Acutus Medical,Biotechnology,USA,CA,San Diego,San Diego,/organization/orbimed-advisors,OrbiMed Advisors,USA,NY,New York City,New York,/funding-round/e7c2a7669c058f90433668071df3c861,venture,B,2013-08-20,28000000
/organization/acylin-therapeutics,Acylin Therapeutics,Biotechnology,USA,WA,Seattle,Seattle,/organization/alexandria-real-estate-equities,Alexandria Real Estate Equities,USA,CA,Los Angeles,Pasadena,/funding-round/a8d62476d74d6b9ca0fdeed040a82067,venture,A,2011-01-11,4400000
/organization/acylin-therapeutics,Acylin Therapeutics,Biotechnology,USA,WA,Seattle,Seattle,/organization/amgen,Amgen,USA,CA,Los Angeles,Thousand Oaks,/funding-round/a8d62476d74d6b9ca0fdeed040a82067,venture,A,2011-01-11,4400000
/organization/acylin-therapeutics,Acylin Therapeutics,Biotechnology,USA,WA,Seattle,Seattle,/organization/arch-venture-partners,ARCH Venture Partners,USA,IL,Chicago,Chicago,/funding-round/a8d62476d74d6b9ca0fdeed040a82067,venture,A,2011-01-11,4400000
/organization/acylin-therapeutics,Acylin Therapeutics,Biotechnology,USA,WA,Seattle,Seattle,/organization/ovp-venture-partners,OVP Venture Partners,USA,WA,Seattle,Seattle,/funding-round/a8d62476d74d6b9ca0fdeed040a82067,venture,A,2011-01-11,4400000
/organization/ad-dynamo,Ad Dynamo,Advertising,ZAF,,Cape Town,Cape Town,/organization/invenfin,InVenFin,ZAF,,Cape Town,Stellenbosch,/funding-round/7d18cb0a822c43d63a2a98410143784f,venture,A,2009-03-01,
/organization/ad-hoc-labs-2,Ad Hoc Labs,Contact Management|iPhone|Mobile|Telephony,USA,CA,Los Angeles,Los Angeles,/organization/500-startups,500 Startups,USA,CA,SF Bay Area,Mountain View,/funding-round/4a385006c79f4f0e0083572c560af1a8,angel,,2012-10-18,
/organization/ad-hoc-labs-2,Ad Hoc Labs,Contact Management|iPhone|Mobile|Telephony,USA,CA,Los Angeles,Los Angeles,/organization/500-startups,500 Startups,USA,CA,SF Bay Area,Mountain View,/funding-round/7914759a6687710e6c62d3e070ac1d1a,venture,A,2013-10-21,2000000
/organization/ad-hoc-labs-2,Ad Hoc Labs,Contact Management|iPhone|Mobile|Telephony,USA,CA,Los Angeles,Los Angeles,/organization/founder-collective,Founder Collective,USA,MA,Boston,Cambridge,/funding-round/7914759a6687710e6c62d3e070ac1d1a,venture,A,2013-10-21,2000000
/organization/ad-hoc-labs-2,Ad Hoc Labs,Contact Management|iPhone|Mobile|Telephony,USA,CA,Los Angeles,Los Angeles,/organization/haystack,Haystack,USA,CA,SF Bay Area,Palo Alto,/funding-round/7914759a6687710e6c62d3e070ac1d1a,venture,A,2013-10-21,2000000
/organization/ad-hoc-labs-2,Ad Hoc Labs,Contact Management|iPhone|Mobile|Telephony,USA,CA,Los Angeles,Los Angeles,/organization/miramar-venture-partners,Miramar Venture Partners,USA,CA,Ontario - Inland Empire,Corona,/funding-round/7914759a6687710e6c62d3e070ac1d1a,venture,A,2013-10-21,2000000
/organization/ad-hoc-labs-2,Ad Hoc Labs,Contact Management|iPhone|Mobile|Telephony,USA,CA,Los Angeles,Los Angeles,/organization/tenoneten-ventures,TenOneTen Ventures,USA,CA,Los Angeles,Los Angeles,/funding-round/7914759a6687710e6c62d3e070ac1d1a,venture,A,2013-10-21,2000000
/organization/ad-hoc-labs-2,Ad Hoc Labs,Contact Management|iPhone|Mobile|Telephony,USA,CA,Los Angeles,Los Angeles,/organization/venrock,Venrock,USA,CA,SF Bay Area,Palo Alto,/funding-round/7914759a6687710e6c62d3e070ac1d1a,venture,A,2013-10-21,2000000
