market,products,launch_stage,activity_level,activity_verified,pageviews,team_member,founded_by,revenue_stage,revenue_through,twitter_followers,percentile,amount_raised,company_website,description,name,founded,place,crunchbase_link,ranking
'security','service',Publicly,No recent company activity detected,21 May 19,~30.4k,2,'getdmarcly',Pre,"'b2b', 'freemium'",45,9,Undisclosed,https://dmarcly.com?ref=startuptracker,"'Dmarcly is a SaaS application that blocks phishing, business email compromise, ransomware, spam, and improves email deliverability.'",'DMARCLY',September 30 2018,Seattle US,https://www.crunchbase.com/organization/dmarcly,156.9k
"'education', 'finance', 'productivity', 'startups'","'mobile app', 'web app'",Pre,High company activity detected,20 May 19,Undisclosed,2,'BizTT',Pre,"'b2c', 'advertising', 'affiliation', 'freemium', 'sales', 'subscription'",9,9,Undisclosed,http://LOGr-Research.com/?ref=startuptracker,"'One Tap Search and Organize! LOGr aggregates search, simplifies project management and facilitates community sharing.'",'LOGr Research',January 1 2019,"Westport, CT US",https://www.crunchbase.com/organization/logr-research,0
"'finance', 'accounting and legal'","'desktop app', 'web app'",Publicly,Low company activity detected,20 May 19,~8.4k,5-10,'Gentreo',Pre,"'b2c', 'b2b', 'affiliation', 'subscription'",83,9,Undisclosed,https://www.gentreo.com?ref=startuptracker,'Online estate planning','Gentreo',July 31 2018,Boston US,https://startuptracker.io,562.3k
'other','service',Publicly,High company activity detected,20 May 19,Undisclosed,1,,Pre,"'b2c', 'advertising'",9,9,Undisclosed,http://tkdinaction.com/?ref=startuptracker,'We are premier provider of martial arts classes in Fairfax VA','Taekwondo In Action',January 1 1988,Fairfax US,https://startuptracker.io,0
"'e commerce', 'startups'","'desktop app', 'service'",Publicly,Sourced by Startup Tracker,18 May 19,~33.8k,5-10,,Pre,"'b2c', 'b2b', 'freemium', 'subscription'",141.1k,9,Undisclosed,https://www.profitguru.com/?ref=startuptracker,'ProfitGuru is the easiest way to find the most profits on Amazon.','ProfitGuru',March 31 2019,Midvale US,https://startuptracker.io,141.1k
'startups','service',Pre,No recent company activity detected,17 May 19,~3.7k,11-50,'Joe cordes',Pre,"'b2b', 'free to use'",1,9,Undisclosed,https://cordesperformanceracing.com/?ref=startuptracker,"""CPR is Arizona's premier automotive motorsports shop!""",'Cordes Performance Racing',December 31 1989,Tempe US,https://startuptracker.io,1.3m
"'other', 'advertising', 'marketing'",'service',Publicly,High company activity detected,17 May 19,~499,1,,Pre,"'b2b', 'advertising'",9.2m,9,Undisclosed,https://www.apexinvests.com/?ref=startuptracker,"'Address: 968 Main St, Wakefield, MA, 01880, USA; Phone No :978-737-7059; Email ID: alexis@apexinvests.com'","'Apex Investments, LLC - We Buy Houses Boston'",January 1 1988,Wakefield US,https://startuptracker.io,9.2m
"'marketing', 'startups'",'service',Pre,No recent company activity detected,17 May 19,Undisclosed,11-50,'Elliot Kirstein',Pre,"'b2b', 'free to use'",9,9,Undisclosed,https://drkirstein.com/?ref=startuptracker,"""Since 1976, Harper's Point Eye Associates has been treating residents in the Cincinnati region for all their eye care needs.""","""Harper's Point Eye Associates""",December 31 1989,Cincinnati US,https://startuptracker.io,0
'productivity',"'desktop app', 'web app'",Publicly,High company activity detected,17 May 19,~198.7k,5-10,'Infinity',Pre,"'b2c', 'b2b', 'other', 'subscription'",859,9,Undisclosed,https://startinfinity.com?ref=startuptracker,"'Infinity is an all-in-one project management platform where you can organize anything, your way.'",'Infinity',October 31 2018,Delaware US,https://crunchbase.com/organization/infinity-3ddc,24.4k
"'marketing', 'startups'",'service',Pre,No recent company activity detected,17 May 19,Undisclosed,11-50,'BTB Construction',Pre,"'b2b', 'free to use'",9,9,Undisclosed,https://www.btbconstructioninc.com/?ref=startuptracker,"'BTB Construction Inc has been providing professional roofing, siding and window services to residential'",'BTB Construction Inc',December 31 1989,Lynchburg US,https://startuptracker.io,0
"'advertising', 'e commerce', 'marketing', 'startups'",'service',Pre,No recent company activity detected,17 May 19,Undisclosed,11-50,'Young Chung',Pre,"'b2b', 'free to use'",9,9,Undisclosed,https://www.dryoungchung.net/?ref=startuptracker,"'Young W. Chung, DDS offers best and high quality cosmetic and general dentistry services.'","'Young W. Chung, DDS'",December 31 1989,Redlands US,https://startuptracker.io,0
"'advertising', 'marketing', 'media', 'startups'",'service',Privately,High company activity detected,17 May 19,~1.2k,5-10,,Post,"'b2b', 'sales'",See,9,Undisclosed,https://sandboxvideo.io?ref=startuptracker,'A Creative Video Agency Focused On Helping Startups And Brands With Video Advertising','Sandbox Video',April 2 2019,NY US,https://crunchbase.com/organization/sandbox-video-46c4,3.7m
'retail','physical goods',Publicly,Low company activity detected,16 May 19,0,2,,Post,"'b2c', 'sales'",See,9,Undisclosed,https://palomapost.com/?ref=startuptracker,"'$5 greeting cards that can be customized for your loved ones, scheduled in advance, and digitally signed. Free shipping.'",'Paloma Post',December 11 2018,"Kansas City, MO US",https://producthunt.com/posts/paloma-post,0
"'consulting', 'health', 'accounting and legal', 'medical'",'mobile app',Publicly,High company activity detected,16 May 19,~617,11-50,'Kounsel',Pre,"'b2c', 'free to use', 'commission', 'affiliation'",1.5k,9,Undisclosed,http://www.kounsel.io?ref=startuptracker,'Kounsel is a platform where clients can look for counselors (any profession) and get help at any time.','Kounsel',June 15 2018,San Francisco US,https://www.crunchbase.com/organization/kounsel,7.5m
"'other', 'advertising'",'other',Publicly,No recent company activity detected,16 May 19,~804,1,'DeWitt and DeWitt',Pre,'other',5.8m,9,Self,https://www.dewittanddewitt.com?ref=startuptracker,'We buy houses anywhere in the DFW','DeWitt and DeWitt',January 1 1988,Dallas US,https://startuptracker.io,5.8m
'advertising','service',Publicly,High company activity detected,16 May 19,~873,1,,Pre,'other',5.3m,9,Self,https://www.fasturtle.com/?ref=startuptracker,'Fasturtle has been consistently awarded one of Phoenix','Fasturtle',January 1 1988,Scottsdale US,https://startuptracker.io,5.3m
"'communication', 'events', 'social networks', 'content'","'mobile app', 'web app'",Publicly,No recent company activity detected,15 May 19,~925,4,'Riley Moore',Pre,"'b2c', 'free to use', 'subscription'",See,9,Undisclosed,https://www.CrowdQuestion.com?ref=startuptracker,'Connecting Crowds Through Q&A The Right Way To Bring Everyone Closer To Their Community','CrowdQuestion',April 12 2019,Sacramento US,https://crunchbase.com/organization/crowdquestion,5m
"'communication', 'e commerce', 'finance', 'gaming'",'web app',Publicly,High company activity detected,15 May 19,0,5-10,'PhishFeed',Pre,"'b2b', 'subscription'",8,9,Undisclosed,https://phishfeed.com?ref=startuptracker,'Real Time Phishing Intel Simplified','PhishFeed',April 15 2019,"Fairfax, VA US",https://crunchbase.com/organization/phishfeed,0
'health','service',Publicly,High company activity detected,15 May 19,Self,1,,Pre,'other',9,9,Self,http://www.1st-choicedental.com/?ref=startuptracker,"'At 1st Choice Dental, our goal is to provide our patients'",'1st Choice Dental',January 1 1998,North Hollywood US,https://startuptracker.io,0
"'advertising', 'design', 'marketing', 'startups'",'web app',Publicly,No recent company activity detected,14 May 19,6,2,"'Nostratic Brahmin', 'nikk wong'",Pre,"'b2c', 'b2b', 'free to use', 'commission'",6,9,Undisclosed,https://blendful.com?ref=startuptracker,'Blendful is a vector editor and marketplace. Non-illustrators can use assets from designers around the world to create their next project.','Blendful',November 1 2018,Seattle US,https://angel.co/company,0
"'other', 'advertising'",'service',Publicly,High company activity detected,14 May 19,~2.1k,1,,Pre,"'b2b', 'other'",2.3m,9,Self,https://www.zrawa.com?ref=startuptracker,'We are proud to serve our community in Inland Empire',"'Rawa Law Group, APC'",January 1 1988,Long Beach US,https://startuptracker.io,2.3m
'advertising','service',Publicly,High company activity detected,14 May 19,Self,1,,Pre,"'b2b', 'other'",9,9,Self,http://chefselect361.com?ref=startuptracker,'ChefSelect 361 is the child company of Pyramid Food Service','Chef Select 361 corp',January 1 1988,Newark US,https://startuptracker.io,0
"'other', 'productivity', 'startups', 'software dev'",'web app',Publicly,High company activity detected,14 May 19,~471.2k,51-100,"'Dave Nevogt', 'Jared Brown'",Pre,"'b2b', 'free to use', 'freemium', 'subscription'",9.7k,9,Undisclosed,https://hubstaff.com/tasks?ref=startuptracker,'Agile based project management with weekly sprints','Hubstaff Tasks',May 12 2019,Fishers US,https://startuptracker.io,10.3k
'advertising','other',Privately,High company activity detected,14 May 19,Self,1,,Pre,"'b2b', 'advertising'",9,9,Self,http://dimensionalsilkscreen.com/?ref=startuptracker,'The team at Dimensional has a combined 190+ years of experience.','Dimensional Silk Screen Digital Printing',January 1 1988,San Diego US,https://startuptracker.io,0
"'biotech', 'e commerce', 'startups', 'accounting and legal'",'service',Publicly,High company activity detected,13 May 19,0,1,"'Joshua A. Davis, Esq. ⚖️⚗️'",Post,"'b2c', 'b2b', 'other'",76,9,Undisclosed,https://LexAlchemy.com?ref=startuptracker,"'Legal counsel serving clients in the areas of technology, innovation, competition, and creativity.'",'LexAlchemy',February 1 2018,Atlanta US,https://angel.co/lexalchemy,0
'advertising','service',Publicly,High company activity detected,13 May 19,Self,1,,Pre,'other',9,9,Self,http://www.orthodontiststudiocity.com/?ref=startuptracker,'Studio City Orthodontist','Studio City Orthodontist',January 1 1988,Studio City US,https://startuptracker.io,0
'health','service',Publicly,High company activity detected,13 May 19,Self,1,,Pre,"'b2b', 'other'",9,9,Self,http://www.dialysis4career.com?ref=startuptracker,"'Dialysis 4 Career, School of Hemodialysis is a licensed and registered'",'Dialysis 4 Career',January 1 1988,Hempstead US,https://startuptracker.io,0
'advertising','other',Publicly,High company activity detected,13 May 19,Self,1,,Pre,"'b2c', 'other'",9,9,Self,https://foxseacharters.com/?ref=startuptracker,'We provide the top experience in the industry when it comes to Private Deep Sea Fishing Charter','Foxsea Sport Fishing Charters',December 31 1987,Fort Lauderdale US,https://startuptracker.io,0
'marketing','mobile app',Publicly,High company activity detected,13 May 19,Self,1,,Pre,"'b2c', 'other'",9,9,Self,http://www.cellphonedoctormd.com/?ref=startuptracker,'With over 20 years of electronics repair experience','Cell Phone Doctor',January 1 1988,Glen Burnie US,https://startuptracker.io,0
"'health', 'productivity', 'messaging'","'service', 'web app'",Publicly,No recent company activity detected,12 May 19,~475,2,'JournalFlow',Pre,"'other', 'subscription'",7,9,Self,https://www.journalflow.com?ref=startuptracker,'Keep a journal in your favorite messaging app.','JournalFlow',April 24 2019,SF US,https://angel.co/company,9.7m
"'iot', 'social networks', 'travel', 'ai'",'web app',Publicly,High company activity detected,10 May 19,~3.4k,11-50,'Kurosh Hashemi',Pre,"'b2c', 'free to use'",See,9,Undisclosed,http://roadgoat.com?ref=startuptracker,"'Checkins, bookmarks and recommendations for travel destinations. Integrated with FitBit, Instagram, Facebook, and more'",'RoadGoat',November 23 2018,New York US,https://www.crunchbase.com/organization/roadgoat,1.4m
'other','service',Publicly,High company activity detected,10 May 19,Self,1,,Pre,"'b2b', 'other'",9,9,Self,http://angelcityvet.com/?ref=startuptracker,'Angel City Animal Hospital is a brand new veterinary clinic that provide affordable services in your neighborhood of Silverlake','Angel City Animal Hospital',January 1 1990,Los Angeles US,https://startuptracker.io,0
"'advertising', 'entertainment', 'media', 'social networks'","'service', 'web app'",Pre,High company activity detected,10 May 19,13,1,'Jiggles TV',Pre,"'b2c', 'b2b', 'other', 'free to use', 'commission', 'advertising', 'affiliation', 'freemium', 'sales', 'subscription'",13,9,Undisclosed,https://jiggles.tv?ref=startuptracker,'The most uninhibited live streaming platform','Jiggles TV',March 3 2018,Sacramento US,https://www.crunchbase.com/organization/jiggles-tv,0
'other','mobile app',Publicly,High company activity detected,10 May 19,~1.3k,1,,Pre,"'b2c', 'advertising'",3.5m,9,Self,https://www.dodocasevr.com/?ref=startuptracker,'DODOcase VR is a specialist in custom branded virtual and augmented reality headsets.','DODOcase VR',January 1 1988,Mill Valley US,https://www.crunchbase.com/organization/dodocase-vr,3.5m
"'e commerce', 'fashion', 'retail'",'physical goods',Publicly,High company activity detected,9 May 19,~11.4k,4,,Pre,"'b2c', 'b2b', 'sales'",416.8k,9,Self,http://www.freshpawz.com?ref=startuptracker,'Fresh Pawz revitalizes the market of dog accessories by introducing streetwear influence.','Fresh Pawz',January 5 2018,Los Angeles US,https://www.crunchbase.com/organization/fresh-pawz,416.8k
"'design', 'education', 'software dev'",'web app',Publicly,High company activity detected,15 Jan 21,~19k,4,'DesignerUp',Pre,"'b2c', 'free to use', 'sales'",590,9,Undisclosed,http://DesignerUp.co?ref=startuptracker,'An ecosystem of UI/UX and product design resources to help you become a more mindful designer and create better products.','DesignerUp',October 21 2018,San Francisco US,https://angel.co/company,249.7k
"'analytics', 'governmental', 'manufacturing', 'security'","'service', 'web app'",Publicly,High company activity detected,17 Mar 20,~5.4k,11-50,'Logit.io',Pre,"'b2b', 'freemium', 'subscription'",161,9,Undisclosed,https://logit.io?ref=startuptracker,'Log management & analysis','Logit.io',February 24 2013,Manchester UK,https://www.crunchbase.com/organization/logit-io,871.5k
"'advertising', 'e commerce', 'media', 'content'","'mobile app', 'web app'",Publicly,High company activity detected,30 Dec 20,~5k,5-10,"'Rad Padre', 'Freedom TV+'",Pre,"'b2c', 'free to use', 'commission', 'affiliation'",11,9,Undisclosed,https://www.freedomrains.com/?ac=218B21?ref=startuptracker,"'Shopping assistant browser extension that provides coupons, price tracks and helps users shop sustainably.'","'Above & Beyond Studios, Inc.'",June 26 2019,Boston US,https://producthunt.com/posts/freedom-super-saver-shopping-assistant,946.8k
"'security', 'blockchain'",'mobile app',Publicly,No recent company activity detected,29 Dec 20,~956,5-10,'VyrocApp',Post,"'b2c', 'free to use', 'advertising', 'subscription'",17,9,Undisclosed,http://vyrocapp.com?ref=startuptracker,"'Private Search Engine, Powered by the Blockchain'",'Vyroc',January 1 2020,New York US,https://www.crunchbase.com/organization/vyroc,4.8m
"'analytics', 'manufacturing', 'productivity', 'software dev'","'desktop app', 'web app'",Privately,High company activity detected,25 Nov 20,~8.3k,11-50,'Angshuman Guha',Pre,"'b2b', 'affiliation', 'freemium', 'sales'",92,9,Undisclosed,https://bipp.io/?ref=startuptracker,"'bipp is an enterprise-grade, cloud business intelligence platform. We help data analysts create faster queries & deliver sharper insights.'",'bipp Analytics',July 15 2017,Plano US,https://www.crunchbase.com/organization/bipp-analytics,566.6k
